project_id,project_name,state,district,mp_name,project_type,sanctioned_amount,released_amount,utilized_amount,completion_percentage,sanction_date,start_date,expected_completion_date,actual_completion_date,latitude,longitude,contractor,agency,status,synthetic_scenario,ground_truth_anomaly,financial_progress_ratio,progress_gap,planned_duration_days
P00858,Sports Facility Project 0189 - Similar Work,Rajasthan,Udaipur,MP_046,Sports Facility,1219000.0,1038000.0,462000.0,44.3,2025-04-17,2025-04-27,2026-04-02,,24.542505,73.672963,Contractor_054,Agency_16,In Progress,duplicate,1,0.379,-6.4,350
P00859,Sports Facility Project 0859,Odisha,Cuttack,MP_412,Sports Facility,2922000.0,2078000.0,833000.0,27.4,2025-09-03,2025-09-13,2026-06-18,,20.413624,85.921923,Contractor_009,Agency_20,In Progress,normal,0,0.285,1.1,288
P00860,Street Lighting Project 0860,West Bengal,Malda,MP_089,Street Lighting,1436000.0,1362000.0,638000.0,50.8,2024-12-03,2024-12-13,2025-04-21,,25.08339,88.026481,Contractor_025,Agency_05,In Progress,normal,0,0.444,-6.4,139
P00861,Health Facility Project 0861,Tamil Nadu,Madurai,MP_314,Health Facility,3525000.0,2267000.0,2267000.0,88.8,2025-06-25,2025-07-05,2026-02-20,,9.945597,78.159577,Contractor_010,Agency_12,In Progress,normal,0,0.643,-24.5,240
P00862,Road Project 0862,Karnataka,Mysuru,MP_199,Road,2576000.0,1621000.0,1621000.0,84.6,2024-07-31,2024-08-10,2025-03-11,,12.235887,76.591563,Contractor_051,Agency_13,In Progress,normal,0,0.629,-21.7,223
P00863,Health Facility Project 0863,Rajasthan,Jaipur,MP_449,Health Facility,1343000.0,1085000.0,865000.0,73.6,2025-03-10,2025-03-20,2025-11-30,,26.877404,75.667661,Contractor_030,Agency_20,In Progress,normal,0,0.644,-9.2,265
P00864,Road Project 0864,Maharashtra,Nagpur,MP_049,Road,1581000.0,1480000.0,517000.0,30.8,2026-02-18,2026-02-28,2026-07-27,,21.230378,79.148145,Contractor_030,Agency_11,Delayed,normal,0,0.327,1.9,159
P00865,Road Project 0865,Telangana,Nizamabad,MP_506,Road,2284000.0,1974000.0,1540000.0,75.4,2024-08-21,2024-08-31,2025-09-30,,18.77165,78.008022,Contractor_039,Agency_03,In Progress,normal,0,0.674,-8.0,405
P00866,Street Lighting Project 0866,Telangana,Hyderabad,MP_078,Street Lighting,1067000.0,837000.0,645000.0,57.5,2024-11-04,2024-11-14,2025-04-13,,17.367721,78.569839,Contractor_060,Agency_12,In Progress,normal,0,0.604,2.9,160
P00867,Street Lighting Project 0867,Tamil Nadu,Chennai,MP_230,Street Lighting,391000.0,326000.0,202000.0,49.4,2025-11-20,2025-11-30,2026-06-29,,12.974422,80.269272,Contractor_037,Agency_03,In Progress,normal,0,0.517,2.3,221
P00868,Drinking Water Project 0868,Andhra Pradesh,Visakhapatnam,MP_454,Drinking Water,647000.0,563000.0,218000.0,36.8,2024-04-11,2024-04-21,2024-12-26,,17.799195,83.148547,Contractor_012,Agency_11,In Progress,normal,0,0.337,-3.1,259
P00869,Sports Facility Project 0869,Rajasthan,Kota,MP_272,Sports Facility,2366000.0,1405000.0,1405000.0,57.1,2024-04-26,2024-05-06,2025-06-02,,25.247367,75.822826,Contractor_033,Agency_11,In Progress,normal,0,0.594,2.3,402
P00870,Health Facility Project 0870,Andhra Pradesh,Visakhapatnam,MP_279,Health Facility,3761000.0,2732000.0,2418000.0,56.7,2024-06-14,2024-06-24,2025-02-04,,17.615578,83.314205,Contractor_039,Agency_19,In Progress,normal,0,0.643,7.6,235
P00871,Sports Facility Project 0871,Karnataka,Belagavi,MP_040,Sports Facility,1239000.0,710000.0,593000.0,56.1,2025-06-22,2025-07-02,2026-05-06,,15.821085,74.473196,Contractor_045,Agency_15,In Progress,normal,0,0.479,-8.2,318
P00872,Sports Facility Project 0872,Maharashtra,Aurangabad,MP_523,Sports Facility,2505000.0,2168000.0,2168000.0,100.0,2025-09-23,2025-10-03,2026-03-20,2026-05-16,19.896087,75.267955,Contractor_042,Agency_05,Completed,normal,0,0.865,-13.5,178
P00873,Community Hall Project 0873,West Bengal,Howrah,MP_163,Community Hall,1073000.0,866000.0,866000.0,95.3,2025-07-02,2025-07-12,2026-06-18,2026-06-18,22.477763,88.147326,Contractor_060,Agency_03,Completed,normal,0,0.807,-14.6,351
P00874,Health Facility Project 0874,Rajasthan,Kota,MP_468,Health Facility,2715000.0,2105000.0,1246000.0,46.5,2025-02-27,2025-03-09,2025-06-12,,25.330732,75.808071,Contractor_002,Agency_18,In Progress,normal,0,0.459,-0.6,105
P00875,Road Project 0875,Tamil Nadu,Salem,MP_418,Road,906000.0,878000.0,550000.0,63.4,2024-12-27,2025-01-06,2025-07-23,,11.609051,78.220446,Contractor_052,Agency_15,In Progress,normal,0,0.607,-2.7,208
P00876,Sports Facility Project 0876,Karnataka,Dharwad,MP_511,Sports Facility,2825000.0,2661000.0,1919000.0,59.6,2026-04-26,2026-05-06,2027-01-06,,15.44126,75.004361,Contractor_010,Agency_12,In Progress,normal,0,0.679,8.3,255
P00877,Drinking Water Project 0877,Karnataka,Belagavi,MP_160,Drinking Water,1312000.0,1060000.0,960000.0,64.3,2024-12-09,2024-12-19,2026-01-01,,15.817511,74.587053,Contractor_044,Agency_18,In Progress,normal,0,0.732,8.9,388
P00878,Road Project 0878,Tamil Nadu,Chennai,MP_303,Road,1785000.0,1131000.0,552000.0,35.7,2024-05-09,2024-05-19,2025-06-01,,13.006477,80.309245,Contractor_005,Agency_04,In Progress,normal,0,0.309,-4.8,388
P00879,Community Hall Project 0879,Maharashtra,Pune,MP_070,Community Hall,1346000.0,1333000.0,1243000.0,33.50672333701339,2024-02-25,2024-03-06,2024-09-07,,18.516925,73.751407,Contractor_026,Agency_13,In Progress,progress_mismatch,1,0.923,58.8,195
P00880,Drinking Water Project 0880,Kerala,Kollam,MP_146,Drinking Water,2219000.0,2018000.0,1585000.0,71.7,2024-12-09,2024-12-19,2025-05-27,,8.803774,76.708309,Contractor_004,Agency_15,In Progress,normal,0,0.714,-0.3,169
P00881,Road Project 0881,Rajasthan,Kota,MP_138,Road,1617000.0,1330000.0,673000.0,45.1,2025-02-13,2025-02-23,2025-08-12,,25.285839,75.781841,Contractor_012,Agency_08,In Progress,normal,0,0.416,-3.5,180
P00882,Community Hall Project 0882,West Bengal,Malda,MP_343,Community Hall,1231000.0,1004000.0,730000.0,65.6,2024-05-29,2024-06-08,2024-12-16,,24.982008,88.159058,Contractor_008,Agency_12,In Progress,normal,0,0.593,-6.3,201
P00883,Health Facility Project 0883,Gujarat,Vadodara,MP_074,Health Facility,4171000.0,3542000.0,3504000.0,16.543876180933378,2025-11-13,2025-11-23,2026-09-03,,22.412711,73.191928,Contractor_049,Agency_01,In Progress,progress_mismatch,1,0.84,67.5,294
P00884,Street Lighting Project 0884,Rajasthan,Udaipur,MP_486,Street Lighting,1199000.0,942000.0,755000.0,68.1,2025-01-07,2025-01-17,2025-09-21,,24.524746,73.646969,Contractor_057,Agency_10,In Progress,normal,0,0.63,-5.1,257
P00885,Sports Facility Project 0885,Telangana,Nizamabad,MP_410,Sports Facility,2200000.0,1897000.0,1897000.0,93.7,2024-07-31,2024-08-10,2025-05-03,,18.748568,78.007596,Contractor_046,Agency_03,In Progress,contractor_pattern,1,0.862,-7.5,276
P00886,School Building Project 0886,Tamil Nadu,Chennai,MP_364,School Building,4620000.0,4234000.0,2646000.0,57.0,2025-07-12,2025-07-22,2026-02-09,,12.973279,80.286197,Contractor_027,Agency_05,In Progress,normal,0,0.573,0.3,212
P00887,Community Hall Project 0887,Kerala,Kozhikode,MP_025,Community Hall,3709000.0,2435000.0,1448000.0,45.4,2024-07-02,2024-07-12,2025-07-06,,11.140039,75.85074,Contractor_010,Agency_06,In Progress,normal,0,0.39,-6.4,369
P00888,School Building Project 0888,Gujarat,Ahmedabad,MP_124,School Building,1719000.0,1415000.0,1175000.0,63.9,2024-12-09,2024-12-19,2025-06-02,,23.002906,72.639993,Contractor_003,Agency_09,In Progress,normal,0,0.684,4.5,175
P00889,Health Facility Project 0889,Maharashtra,Aurangabad,MP_096,Health Facility,2526000.0,2105000.0,2105000.0,83.2,2024-09-21,2024-10-01,2025-04-11,,19.848427,75.310453,Contractor_006,Agency_18,In Progress,normal,0,0.833,0.1,202
P00890,Sports Facility Project 0890,West Bengal,Malda,MP_501,Sports Facility,1928000.0,1450000.0,1184000.0,71.1,2026-02-14,2026-02-24,2027-02-18,,24.917611,88.021426,Contractor_042,Agency_15,In Progress,normal,0,0.614,-9.7,369
P00891,Road Project 0891,Gujarat,Vadodara,MP_531,Road,819000.0,513000.0,513000.0,86.6,2025-12-23,2026-01-02,2026-09-07,,22.29417,73.283148,Contractor_060,Agency_13,Delayed,normal,0,0.626,-24.0,258
P00892,Drinking Water Project 0892,Kerala,Ernakulam,MP_140,Drinking Water,2170000.0,1574000.0,1367000.0,73.2,2025-04-15,2025-04-25,2026-03-18,,9.979354,76.235824,Contractor_029,Agency_03,In Progress,normal,0,0.63,-10.2,337
P00893,Sports Facility Project 0893,Kerala,Ernakulam,MP_276,Sports Facility,11155000.0,11155000.0,9114000.0,72.1,2025-07-14,2025-07-24,2026-04-22,,10.06032,76.18604,Contractor_057,Agency_09,In Progress,financial,1,0.817,9.6,282
P00894,Community Hall Project 0894,Kerala,Ernakulam,MP_362,Community Hall,1499000.0,1448000.0,978000.0,59.5,2025-10-30,2025-11-09,2026-05-26,,10.024844,76.240276,Contractor_041,Agency_18,In Progress,normal,0,0.652,5.7,208
P00895,School Building Project 0895,Kerala,Ernakulam,MP_124,School Building,2569000.0,1555000.0,1555000.0,77.4,2024-10-27,2024-11-06,2025-05-22,,9.971241,76.199731,Contractor_047,Agency_01,Delayed,normal,0,0.605,-16.9,207
P00896,School Building Project 0896,Telangana,Karimnagar,MP_454,School Building,20137000.0,20137000.0,17468000.0,66.0,2025-05-03,2025-05-13,2026-06-05,,18.470956,79.178467,Contractor_020,Agency_19,In Progress,financial,1,0.867,20.7,398
P00897,Community Hall Project 0897,Telangana,Hyderabad,MP_302,Community Hall,3138000.0,2434000.0,2434000.0,100.0,2024-06-20,2024-06-30,2024-09-25,2024-11-22,17.467548,78.456358,Contractor_023,Agency_03,Completed,normal,0,0.776,-22.4,97
P00898,Sports Facility Project 0898,Kerala,Thrissur,MP_228,Sports Facility,6258000.0,6258000.0,5926000.0,55.4,2026-01-26,2026-02-05,2026-07-31,,10.462351,76.095196,Contractor_039,Agency_11,In Progress,financial,1,0.947,39.3,186
P00899,Health Facility Project 0899,Kerala,Thrissur,MP_437,Health Facility,1383000.0,1365000.0,961000.0,80.8,2024-02-04,2024-02-14,2024-07-13,,10.420198,76.223075,Contractor_025,Agency_10,In Progress,normal,0,0.695,-11.3,160
P00900,School Building Project 0900,Telangana,Hyderabad,MP_389,School Building,2811000.0,1906000.0,1906000.0,79.8,2026-01-16,2026-01-26,2026-08-19,,17.467602,78.510673,Contractor_019,Agency_12,In Progress,normal,0,0.678,-12.0,215
P00901,School Building Project 0901,Tamil Nadu,Coimbatore,MP_003,School Building,5185000.0,3414000.0,3414000.0,31.940416539805472,2024-01-31,2024-02-10,2025-03-16,2026-06-19,11.101781,76.97619,Contractor_019,Agency_14,Delayed,delay,1,0.658,33.9,410
P00902,School Building Project 0902,Odisha,Cuttack,MP_248,School Building,2104000.0,1580000.0,919000.0,44.2,2025-09-24,2025-10-04,2026-09-05,,20.37723,85.945091,Contractor_034,Agency_01,In Progress,normal,0,0.437,-0.5,346
P00903,Street Lighting Project 0903,Telangana,Warangal,MP_542,Street Lighting,516000.0,408000.0,408000.0,93.3,2025-06-11,2025-06-21,2026-06-25,,17.995794,79.62173,Contractor_031,Agency_15,In Progress,normal,0,0.791,-14.2,379
P00904,Road Project 0904,Maharashtra,Aurangabad,MP_330,Road,1077000.0,729000.0,729000.0,66.3,2024-03-30,2024-04-09,2024-10-27,,19.937839,75.386678,Contractor_031,Agency_17,In Progress,geo,1,0.677,1.4,211
P00905,Drinking Water Project 0905,Odisha,Cuttack,MP_196,Drinking Water,1083000.0,765000.0,48000.0,5.0,2024-10-11,2024-10-21,2025-05-16,,20.354359,85.811746,Contractor_010,Agency_08,In Progress,normal,0,0.044,-0.6,217
P00906,Road Project 0906,Maharashtra,Nagpur,MP_087,Road,2365000.0,1516000.0,1370000.0,61.6,2025-09-04,2025-09-14,2026-04-08,,21.129297,79.066857,Contractor_033,Agency_07,In Progress,normal,0,0.579,-3.7,216
P00907,Road Project 0907,Tamil Nadu,Madurai,MP_350,Road,897000.0,559000.0,456000.0,57.7,2025-03-08,2025-03-18,2026-04-29,,9.996288,78.154349,Contractor_041,Agency_04,In Progress,normal,0,0.508,-6.9,417
P00908,Health Facility Project 0908,Gujarat,Surat,MP_090,Health Facility,4986000.0,3224000.0,3224000.0,70.3,2024-09-22,2024-10-02,2025-02-17,,21.283096,72.794508,Contractor_019,Agency_16,In Progress,normal,0,0.647,-5.6,148
P00909,Sports Facility Project 0909,Rajasthan,Udaipur,MP_288,Sports Facility,2999000.0,2921000.0,2477000.0,79.7,2024-04-03,2024-04-13,2025-02-19,,24.519988,73.62074,Contractor_021,Agency_13,In Progress,normal,0,0.826,2.9,322
P00910,Road Project 0910,Maharashtra,Nashik,MP_388,Road,1837000.0,1536000.0,1536000.0,84.3,2024-10-09,2024-10-19,2025-01-18,,20.066515,73.838443,Contractor_049,Agency_09,In Progress,normal,0,0.836,-0.7,101
P00911,Drinking Water Project 0911,Rajasthan,Kota,MP_487,Drinking Water,528000.0,383000.0,383000.0,100.0,2024-05-27,2024-06-06,2025-05-14,2025-05-14,25.245515,75.897074,Contractor_017,Agency_12,Completed,normal,0,0.725,-27.5,352
P00912,Road Project 0912,Odisha,Sambalpur,MP_499,Road,2912000.0,1891000.0,1691000.0,57.7,2024-12-02,2024-12-12,2025-09-02,,21.36197,83.892621,Contractor_042,Agency_15,In Progress,normal,0,0.581,0.4,274
P00913,Drinking Water Project 0913,Karnataka,Belagavi,MP_073,Drinking Water,1936000.0,1687000.0,1206000.0,67.9,2024-05-28,2024-06-07,2025-03-29,,15.884495,74.475252,Contractor_033,Agency_14,In Progress,normal,0,0.623,-5.6,305
P00914,Health Facility Project 0914,Rajasthan,Kota,MP_349,Health Facility,2988000.0,2540000.0,1474000.0,55.1,2024-05-18,2024-05-28,2025-02-10,,25.268729,75.885526,Contractor_052,Agency_20,In Progress,normal,0,0.493,-5.8,268
P00915,Community Hall Project 0915,Gujarat,Ahmedabad,MP_359,Community Hall,3925000.0,3521000.0,1951000.0,45.5,2024-07-16,2024-07-26,2025-07-09,,22.976848,72.561683,Contractor_030,Agency_18,In Progress,normal,0,0.497,4.2,358
P00916,Community Hall Project 0916,Karnataka,Mysuru,MP_240,Community Hall,1893000.0,1319000.0,1319000.0,100.0,2024-11-13,2024-11-23,2025-02-11,2025-03-05,12.23684,76.630106,Contractor_027,Agency_07,Completed,normal,0,0.697,-30.3,90
P00917,Drinking Water Project 0917,Telangana,Hyderabad,MP_007,Drinking Water,681000.0,413000.0,413000.0,78.2,2024-07-09,2024-07-19,2025-01-11,,17.31072,78.430159,Contractor_055,Agency_18,In Progress,normal,0,0.606,-17.6,186
P00918,Drinking Water Project 0918,West Bengal,Kolkata,MP_375,Drinking Water,2190000.0,1753000.0,1753000.0,95.7,2025-02-15,2025-02-25,2025-10-07,2026-04-12,22.665193,88.384596,Contractor_023,Agency_17,Completed,normal,0,0.8,-15.7,234
P00919,Sports Facility Project 0919,Odisha,Cuttack,MP_230,Sports Facility,1893000.0,1826000.0,1271000.0,77.5,2024-04-27,2024-05-07,2024-12-10,,20.353799,85.875443,Contractor_018,Agency_01,In Progress,normal,0,0.671,-10.4,227
P00920,Drinking Water Project 0920,Andhra Pradesh,Krishna,MP_410,Drinking Water,8260000.0,8260000.0,7349000.0,84.5,2024-10-25,2024-11-04,2025-11-18,,16.451817,80.729038,Contractor_031,Agency_11,In Progress,financial,1,0.89,4.5,389
P00921,Health Facility Project 0921,Telangana,Hyderabad,MP_278,Health Facility,4625000.0,4264000.0,3191000.0,51.55794564340897,2026-03-21,2026-03-31,2026-10-29,2027-10-06,17.273758,78.522264,Contractor_015,Agency_05,Delayed,delay,1,0.69,17.4,222
P00922,Community Hall Project 0922,West Bengal,Darjeeling,MP_336,Community Hall,3197000.0,2144000.0,2144000.0,69.9,2024-03-16,2024-03-26,2024-09-25,,27.011955,88.303914,Contractor_045,Agency_02,Delayed,geo,1,0.671,-2.8,193
P00923,Sports Facility Project 0923,Odisha,Ganjam,MP_168,Sports Facility,1259000.0,817000.0,817000.0,86.0,2024-10-22,2024-11-01,2025-08-11,,19.35493,84.908008,Contractor_024,Agency_02,In Progress,normal,0,0.649,-21.1,293
P00924,Sports Facility Project 0924,Tamil Nadu,Madurai,MP_269,Sports Facility,2561000.0,2159000.0,1659000.0,66.4,2025-06-18,2025-06-28,2026-03-02,,9.838207,78.028536,Contractor_026,Agency_05,Delayed,normal,0,0.648,-1.6,257
P00925,Road Project 0925,Gujarat,Surat,MP_388,Road,820000.0,605000.0,598000.0,71.5,2024-10-31,2024-11-10,2025-03-29,,21.170427,72.903998,Contractor_016,Agency_02,Delayed,normal,0,0.729,1.4,149
P00926,Community Hall Project 0926,Telangana,Nizamabad,MP_399,Community Hall,3153000.0,2675000.0,2675000.0,100.0,2025-11-13,2025-11-23,2026-07-08,2026-07-13,18.699066,78.004978,Contractor_007,Agency_08,Completed,normal,0,0.848,-15.2,237
P00927,Sports Facility Project 0927,Tamil Nadu,Madurai,MP_452,Sports Facility,1470000.0,990000.0,990000.0,75.9,2025-10-10,2025-10-20,2026-08-01,,9.991738,78.082362,Contractor_060,Agency_06,In Progress,normal,0,0.673,-8.6,295
P00928,School Building Project 0928,Maharashtra,Pune,MP_214,School Building,3019000.0,2087000.0,2087000.0,88.9,2024-07-19,2024-07-29,2025-07-21,,18.414242,73.926532,Contractor_007,Agency_20,In Progress,geo,1,0.691,-19.8,367
P00929,Sports Facility Project 0929,West Bengal,Malda,MP_207,Sports Facility,2291000.0,1576000.0,1486000.0,66.6,2024-09-25,2024-10-05,2025-05-22,,24.913473,88.190233,Contractor_007,Agency_02,In Progress,normal,0,0.649,-1.7,239
P00930,Health Facility Project 0930,Telangana,Hyderabad,MP_123,Health Facility,2697000.0,2058000.0,2058000.0,85.2,2024-09-12,2024-09-22,2025-06-22,,17.410786,78.600467,Contractor_018,Agency_08,In Progress,normal,0,0.763,-8.9,283
P00931,Community Hall Project 0931,Tamil Nadu,Chennai,MP_370,Community Hall,3233000.0,2461000.0,2461000.0,83.1,2024-04-24,2024-05-04,2025-02-18,,13.133683,80.317013,Contractor_037,Agency_04,In Progress,normal,0,0.761,-7.0,300
P00932,Community Hall Project 0932,Maharashtra,Pune,MP_415,Community Hall,3675000.0,2847000.0,2483000.0,71.8,2026-01-26,2026-02-05,2026-05-15,,18.573826,73.808331,Contractor_026,Agency_14,In Progress,normal,0,0.676,-4.2,109
P00933,Sports Facility Project 0933,Tamil Nadu,Madurai,MP_303,Sports Facility,2041000.0,2029000.0,1713000.0,81.2,2024-12-26,2025-01-05,2026-01-24,,9.894992,78.237409,Contractor_026,Agency_03,In Progress,normal,0,0.839,2.7,394
P00934,School Building Project 0934,Karnataka,Belagavi,MP_392,School Building,1620000.0,1247000.0,881000.0,47.3,2024-04-22,2024-05-02,2024-10-11,,15.786192,74.513681,Contractor_024,Agency_20,Delayed,normal,0,0.544,7.1,172
P00935,Street Lighting Project 0048 - Similar Work,Andhra Pradesh,Krishna,MP_002,Street Lighting,1910000.0,1243000.0,583000.0,33.3,2025-11-17,2025-11-27,2026-08-06,,16.556059,80.761488,Contractor_012,Agency_18,In Progress,duplicate,1,0.305,-2.8,262
P00936,Road Project 0936,West Bengal,Howrah,MP_333,Road,2022000.0,1119000.0,1119000.0,95.4,2025-12-19,2025-12-29,2026-09-10,2026-09-13,22.637518,88.29041,Contractor_027,Agency_16,Completed,normal,0,0.553,-40.1,265
P00937,Health Facility Project 0937,Tamil Nadu,Salem,MP_311,Health Facility,4809000.0,3492000.0,2060000.0,42.3,2024-01-16,2024-01-26,2024-04-24,,11.755013,78.065478,Contractor_023,Agency_10,Delayed,normal,0,0.428,0.5,99
P00938,Sports Facility Project 0938,Karnataka,Belagavi,MP_371,Sports Facility,1785000.0,1528000.0,1528000.0,100.0,2025-09-23,2025-10-03,2026-02-01,2026-02-15,15.965691,74.431978,Contractor_032,Agency_02,Completed,normal,0,0.856,-14.4,131
P00939,Sports Facility Project 0939,West Bengal,Kolkata,MP_011,Sports Facility,1701000.0,1317000.0,1317000.0,100.0,2025-11-04,2025-11-14,2026-10-25,2027-01-11,22.610066,88.483173,Contractor_054,Agency_16,Completed,normal,0,0.774,-22.6,355
P00940,Community Hall Project 0940,West Bengal,Darjeeling,MP_012,Community Hall,2565000.0,1428000.0,1428000.0,92.6,2024-08-04,2024-08-14,2025-07-27,,26.942121,88.287764,Contractor_007,Agency_13,In Progress,normal,0,0.557,-36.9,357
P00941,Street Lighting Project 0941,Rajasthan,Udaipur,MP_313,Street Lighting,532000.0,456000.0,456000.0,94.4,2024-05-01,2024-05-11,2024-12-14,,24.574597,73.68888,Contractor_026,Agency_08,In Progress,normal,0,0.857,-8.7,227
P00942,Street Lighting Project 0942,Odisha,Sambalpur,MP_116,Street Lighting,1413000.0,874000.0,874000.0,70.8,2025-11-15,2025-11-25,2026-02-18,,21.549908,84.059168,Contractor_046,Agency_11,In Progress,normal,0,0.619,-8.9,95
P00943,School Building Project 0943,West Bengal,Kolkata,MP_046,School Building,3832000.0,2642000.0,2089000.0,55.0,2024-04-20,2024-04-30,2025-02-25,,22.62098,88.401685,Contractor_040,Agency_04,In Progress,normal,0,0.545,-0.5,311
P00944,Street Lighting Project 0944,Telangana,Warangal,MP_235,Street Lighting,1040000.0,799000.0,519000.0,46.0,2024-08-12,2024-08-22,2025-03-29,,18.037697,79.666239,Contractor_041,Agency_06,In Progress,contractor_pattern,1,0.499,3.9,229
P00945,Health Facility Project 0945,Andhra Pradesh,Krishna,MP_232,Health Facility,4985000.0,3260000.0,3093000.0,55.1,2024-09-10,2024-09-20,2025-10-17,,16.597205,80.744018,Contractor_019,Agency_13,In Progress,normal,0,0.62,6.9,402
P00946,Street Lighting Project 0946,Gujarat,Vadodara,MP_262,Street Lighting,1317000.0,774000.0,667000.0,54.4,2024-01-31,2024-02-10,2024-10-22,,22.33739,73.070922,Contractor_007,Agency_08,In Progress,normal,0,0.506,-3.8,265
P00947,Health Facility Project 0947,Kerala,Kollam,MP_364,Health Facility,1698000.0,1237000.0,1237000.0,72.4,2025-03-24,2025-04-03,2026-02-10,,8.943738,76.534595,Contractor_031,Agency_18,In Progress,normal,0,0.729,0.5,323
P00948,Sports Facility Project 0948,Telangana,Warangal,MP_423,Sports Facility,1776000.0,1181000.0,804000.0,44.3,2024-06-18,2024-06-28,2024-09-19,,17.879523,79.70401,Contractor_030,Agency_10,Delayed,normal,0,0.453,1.0,93
